Year,Agency ,Country,Area,Category,Sector,Amount
2013,USAID,Azerbaijan,Eurasia,Health,Family Planning and Reproductive Health,"859,306.00"
2013,USAID,Azerbaijan,Eurasia,Health,Maternal and Child Health,"532,000.00"
2013,USAID,Azerbaijan,Eurasia,Health,Other Public Health Threats,"1,225,251.70"
2013,USAID,Azerbaijan,Eurasia,Humanitarian Assistance,"Protection, Assistance and Solutions","797,378.00"
2013,USAID,Azerbaijan,Eurasia,Peace and Security,Stabilization Operations and Security Sector Reform,"875,890.00"
2013,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"1,890,173.52"
2013,USAID,Azerbaijan,Eurasia,Program Management,Monitoring and Evaluation,"90,123.25"
2013,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"512,893.10"
2013,USAID,Azerbaijan,Eurasia,Economic Development,Agriculture,"77,138.10"
2013,USAID,Azerbaijan,Eurasia,Economic Development,Economic Opportunity,"166,197.00"
2013,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"85,968.70"
2013,USAID,Azerbaijan,Eurasia,Economic Development,Financial Sector,"21,349.44"
2013,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Assistance,"93,529.68"
2013,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"1,503.53"
2013,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"9,754.22"
2013,USAID,Azerbaijan,Eurasia,Economic Development,Private Sector Competitiveness,"1,230,644.00"
2013,USAID,Azerbaijan,Eurasia,Economic Development,Trade and Investment,"562,085.24"
2013,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Assistance,"2,072.85"
2013,USAID,Azerbaijan,Eurasia,Health,Maternal and Child Health,"243,433.40"
2013,USAID,Azerbaijan,Eurasia,Health,Tuberculosis,"373,999.80"
2013,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"145,704.70"
2013,USAID,Azerbaijan,Eurasia,Program Management,Monitoring and Evaluation,"134,486.46"
2013,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Civil Society,"915,398.00"
2013,USAID,Azerbaijan,Eurasia,Peace and Security,Transnational Crime,"32,199.70"
2014,Peace Corps,Azerbaijan,Eurasia,Education and Social Services,Education and Social Services - General,"1,840.79"
2014,Peace Corps,Azerbaijan,Eurasia,Multi-Sector,Multi-Sector - Unspecified,"74,094.41"
2014,Peace Corps,Azerbaijan,Eurasia,Economic Development,Economic Development - General,"513,826.44"
2014,Peace Corps,Azerbaijan,Eurasia,Education and Social Services,Education and Social Services - General,"1,255,324.08"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Civil Society,"216,200.90"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"152,339.70"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Civil Society,"796,831.56"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Good Governance,"78,690.95"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"10,553.54"
2014,USAID,Azerbaijan,Eurasia,Economic Development,Private Sector Competitiveness,"2,279.15"
2014,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"-264,893.74"
2014,USAID,Azerbaijan,Eurasia,Program Management,Monitoring and Evaluation,"86,656.56"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Civil Society,"2,361,489.39"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Good Governance,"270,736.30"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"13,079.90"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"34,419.20"
2014,USAID,Azerbaijan,Eurasia,Economic Development,Private Sector Competitiveness,"22,566.96"
2014,USAID,Azerbaijan,Eurasia,Humanitarian Assistance,"Protection, Assistance and Solutions","163,857.00"
2014,USAID,Azerbaijan,Eurasia,Peace and Security,Stabilization Operations and Security Sector Reform,"90,301.20"
2014,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"435,711.76"
2014,USAID,Azerbaijan,Eurasia,Program Management,Monitoring and Evaluation,"131,801.60"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"16,390.30"
2014,USAID,Azerbaijan,Eurasia,Economic Development,Agriculture,"3,750.15"
2014,USAID,Azerbaijan,Eurasia,Economic Development,Economic Opportunity,"52,785.00"
2014,USAID,Azerbaijan,Eurasia,Economic Development,Economic Opportunity,"185,820.90"
2014,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"3,274.45"
2014,USAID,Azerbaijan,Eurasia,Program Management,Monitoring and Evaluation,"1,172.21"
2014,USAID,Azerbaijan,Eurasia,Economic Development,Financial Sector,"196,860.00"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Civil Society,"1,089,624.00"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"902,775.20"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"115,000.00"
2014,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Assistance,"186,470.00"
2014,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"946,931.46"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Civil Society,"275,951.61"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"164,708.15"
2014,USAID,Azerbaijan,Eurasia,Economic Development,Trade and Investment,"125,141.00"
2014,USAID,Azerbaijan,Eurasia,Peace and Security,Transnational Crime,"42,395.62"
2014,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"217,849.13"
2014,USAID,Azerbaijan,Eurasia,Economic Development,Private Sector Competitiveness,"1,116,238.80"
2014,USAID,Azerbaijan,Eurasia,Health,Maternal and Child Health,"206,169.30"
2014,USAID,Azerbaijan,Eurasia,Program Management,Direct Administrative Costs,"35,662.48"
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Civil Society,"202,543.38"
2014,USAID,Azerbaijan,Eurasia,Peace and Security,Transnational Crime,-649.72
2014,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Civil Society,"534,281.10"
2014,USAID,Azerbaijan,Eurasia,Peace and Security,Transnational Crime,"196,408.00"
2009,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Services,"268,076.56"
2009,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"221,226.51"
2009,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Services,"494,308.00"
2010,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"-1,631.45"
2010,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Services,"458,000.00"
2011,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"312,719.50"
2011,USAID,Azerbaijan,Eurasia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"17,600.00"
2011,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Services,"347,184.00"
2011,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Services,"497,816.00"
2012,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Services,"-6,595.77"
2012,USAID,Azerbaijan,Eurasia,Education and Social Services,Social Services,"-8,827.60"
2009,USAID,Azerbaijan,Eurasia,Health,HIV/AIDS,"79,590.13"
2009,USAID,Azerbaijan,Eurasia,Health,Pandemic Influenza and Other Emerging Threats ,"68,154.59"
2010,USAID,Azerbaijan,Eurasia,Health,Maternal and Child Health,"226,114.27"
2011,USAID,Azerbaijan,Eurasia,Health,HIV/AIDS, -   
2011,DoD,Bahamas,Latin America & Caribbean,Humanitarian Assistance,"Protection, Assistance and Solutions","5,500.00"
2011,DoD,Bahamas,Latin America & Caribbean,Peace and Security,Counterterrorism,"307,444.00"
2012,DoD,Bahamas,Latin America & Caribbean,Peace and Security,Counterterrorism,"366,243.00"
2013,DoD,Bahamas,Latin America & Caribbean,Peace and Security,Counterterrorism,"215,753.00"
2011,USAID,Bahamas,Latin America & Caribbean,Humanitarian Assistance,Disaster Readiness,"9,900.00"
2011,USAID,Bahamas,Latin America & Caribbean,Humanitarian Assistance,"Protection, Assistance and Solutions","7,205.00"
2012,USAID,Bahamas,Latin America & Caribbean,Humanitarian Assistance,"Protection, Assistance and Solutions","78,081.28"
2010,USAID,Bangladesh,Asia,Education and Social Services,Higher Education,"88,531.71"
2011,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"6,595.35"
2011,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"27,241.80"
2011,USAID,Bangladesh,Asia,Education and Social Services,Higher Education,"70,394.94"
2011,USAID,Bangladesh,Asia,Peace and Security,Counterterrorism,143
2009,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"6,945,516.83"
2009,USAID,Bangladesh,Asia,Health,HIV/AIDS,"328,632.15"
2009,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"1,858,577.06"
2009,USAID,Bangladesh,Asia,Health,Tuberculosis,"324,139.19"
2009,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"27,661.00"
2009,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"808,050.52"
2009,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"2,580,367.67"
2009,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"4,312,352.46"
2009,USAID,Bangladesh,Asia,Economic Development,Agriculture,"211,225.47"
2009,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"1,632,036.19"
2009,USAID,Bangladesh,Asia,Education and Social Services,Basic Education,"3,837,047.72"
2009,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"226,831.18"
2009,USAID,Bangladesh,Asia,Environment,Natural Resources and Biodiversity,"2,001,882.43"
2009,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"1,714.58"
2009,USAID,Bangladesh,Asia,Health,Water Supply and Sanitation,"2,469.06"
2009,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"601,627.09"
2009,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","6,344.05"
2009,USAID,Bangladesh,Asia,Peace and Security,Transnational Crime,"1,459,891.79"
2009,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"631,768.48"
2009,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"83,890.34"
2009,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"359,484.88"
2009,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"1,719,922.91"
2009,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"5,919.09"
2009,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,84.84
2009,USAID,Bangladesh,Asia,Economic Development,Agriculture,"1,174,631.64"
2009,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"588,302.33"
2009,USAID,Bangladesh,Asia,Economic Development,Private Sector Competitiveness,"247,751.39"
2009,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"1,586.54"
2009,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"116,956.22"
2009,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","3,109,819.62"
2009,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"2,656.85"
2009,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"7,265.61"
2009,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"908,476.44"
2009,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"4,583,972.84"
2009,USAID,Bangladesh,Asia,Health,HIV/AIDS,"2,427,000.00"
2009,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"7,891,850.70"
2009,USAID,Bangladesh,Asia,Health,Tuberculosis,"1,102,805.52"
2009,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"271,663.57"
2010,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"877,966.19"
2010,USAID,Bangladesh,Asia,Health,HIV/AIDS,"1,663.45"
2010,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"90,853.78"
2010,USAID,Bangladesh,Asia,Health,Tuberculosis,"337,828.26"
2010,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,227.27
2010,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"1,776,027.40"
2010,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"5,946,049.05"
2010,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"44,277.64"
2010,USAID,Bangladesh,Asia,Economic Development,Agriculture,"1,297,592.08"
2010,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"2,342,315.81"
2010,USAID,Bangladesh,Asia,Economic Development,Private Sector Competitiveness,"2,049,615.45"
2010,USAID,Bangladesh,Asia,Education and Social Services,Basic Education,"2,471,419.00"
2010,USAID,Bangladesh,Asia,Education and Social Services,Social Assistance,356.19
2010,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"1,363,379.65"
2010,USAID,Bangladesh,Asia,Environment,Natural Resources and Biodiversity,"2,423,566.08"
2010,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"368,951.49"
2010,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","1,228.69"
2010,USAID,Bangladesh,Asia,Peace and Security,Transnational Crime,"842,559.56"
2010,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"921,528.72"
2010,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"118,982.36"
2010,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"477,811.10"
2010,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"1,120,585.07"
2010,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"1,417.11"
2010,USAID,Bangladesh,Asia,Economic Development,Agriculture,"5,368.36"
2010,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"559,326.70"
2010,USAID,Bangladesh,Asia,Economic Development,Private Sector Competitiveness,"267,245.62"
2010,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"5,231.93"
2010,USAID,Bangladesh,Asia,Environment,Natural Resources and Biodiversity, -   
2010,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"322,451.80"
2010,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","15,691,385.65"
2010,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"143,061.07"
2010,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"2,082.94"
2010,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"1,772,833.25"
2010,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"9,354,477.08"
2010,USAID,Bangladesh,Asia,Health,HIV/AIDS,"2,270,829.11"
2010,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"10,443,215.73"
2010,USAID,Bangladesh,Asia,Health,Tuberculosis,"3,987,963.34"
2010,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"902,490.26"
2011,DoD,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","71,457.00"
2011,DoD,Bangladesh,Asia,Peace and Security,Counterterrorism,"450,868.00"
2011,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"844,188.14"
2011,USAID,Bangladesh,Asia,Health,HIV/AIDS,631.85
2011,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"30,304.48"
2011,USAID,Bangladesh,Asia,Health,Tuberculosis,"19,341.57"
2011,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"1,453,493.07"
2011,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"6,525,529.70"
2011,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"509,554.93"
2011,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"142,160.89"
2011,USAID,Bangladesh,Asia,Economic Development,Agriculture,"5,191,629.64"
2011,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"1,481,572.68"
2011,USAID,Bangladesh,Asia,Economic Development,Private Sector Competitiveness,"2,555,776.41"
2011,USAID,Bangladesh,Asia,Education and Social Services,Basic Education,"3,773,173.80"
2011,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"695,613.23"
2011,USAID,Bangladesh,Asia,Environment,Natural Resources and Biodiversity,"2,086,031.52"
2011,USAID,Bangladesh,Asia,Health,Water Supply and Sanitation,"60,077.46"
2011,USAID,Bangladesh,Asia,Peace and Security,Transnational Crime,"838,235.42"
2011,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"1,833,327.94"
2011,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"1,466,774.53"
2011,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"52,285.23"
2011,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"503,138.75"
2011,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"26,400.00"
2011,USAID,Bangladesh,Asia,Economic Development,Private Sector Competitiveness,"12,519.70"
2011,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"6,475.84"
2011,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"412,012.17"
2011,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","5,292,294.34"
2011,USAID,Bangladesh,Asia,Peace and Security,Stabilization Operations and Security Sector Reform,"561,215.14"
2011,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"338,921.87"
2011,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"8,648.70"
2011,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"969,156.22"
2011,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"9,140,143.22"
2011,USAID,Bangladesh,Asia,Health,HIV/AIDS,"3,024,711.89"
2011,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"10,937,163.08"
2011,USAID,Bangladesh,Asia,Health,Nutrition,"558,726.03"
2011,USAID,Bangladesh,Asia,Health,Tuberculosis,"3,017,802.77"
2011,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"1,874,156.14"
2011,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"45,788.11"
2011,USAID,Bangladesh,Asia,Economic Development,Agriculture,"2,826,640.00"
2011,USAID,Bangladesh,Asia,Health,HIV/AIDS,"15,403,220.00"
2011,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"2,547,640.00"
2011,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","1,223,900.00"
2011,USAID,Bangladesh,Asia,,Multi-Sector - Unspecified,"2,559,600.00"
2012,DoD,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","74,016.00"
2012,DoD,Bangladesh,Asia,Peace and Security,Counterterrorism,"444,868.00"
2012,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"11,798.30"
2012,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"29,234.00"
2012,USAID,Bangladesh,Asia,Health,Tuberculosis,"13,981.45"
2012,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"879,897.53"
2012,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"15,789,320.16"
2012,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"2,749,379.32"
2012,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"1,417,277.93"
2012,USAID,Bangladesh,Asia,Economic Development,Agriculture,"27,914,391.81"
2012,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"1,410,316.93"
2012,USAID,Bangladesh,Asia,Economic Development,Private Sector Competitiveness,"6,262,014.48"
2012,USAID,Bangladesh,Asia,Education and Social Services,Basic Education,"3,873,168.49"
2012,USAID,Bangladesh,Asia,Education and Social Services,Social Assistance,"666,494.65"
2012,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"11,692,763.98"
2012,USAID,Bangladesh,Asia,Environment,Natural Resources and Biodiversity,"2,287,574.35"
2012,USAID,Bangladesh,Asia,Health,Water Supply and Sanitation,"1,383,266.71"
2012,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"373,887.00"
2012,USAID,Bangladesh,Asia,Peace and Security,Transnational Crime,"927,953.89"
2012,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"2,030,707.40"
2012,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"180,604.63"
2012,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,6.24
2012,USAID,Bangladesh,Asia,Economic Development,Private Sector Competitiveness,"-2,794.64"
2012,USAID,Bangladesh,Asia,Education and Social Services,Basic Education,"174,106.00"
2012,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"952,095.64"
2012,USAID,Bangladesh,Asia,Environment,Natural Resources and Biodiversity,"288,590.00"
2012,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"558,140.80"
2012,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","2,404,426.94"
2012,USAID,Bangladesh,Asia,Peace and Security,Stabilization Operations and Security Sector Reform,"922,908.15"
2012,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"245,214.39"
2012,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"3,482.14"
2012,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"523,199.00"
2012,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"110,817.04"
2012,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"13,153,583.00"
2012,USAID,Bangladesh,Asia,Health,HIV/AIDS,"2,110,207.92"
2012,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"16,675,451.18"
2012,USAID,Bangladesh,Asia,Health,Nutrition,"3,263,236.42"
2012,USAID,Bangladesh,Asia,Health,Tuberculosis,"5,761,615.95"
2012,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"1,727,511.85"
2012,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"127,852.40"
2012,USAID,Bangladesh,Asia,Economic Development,Agriculture,"3,105,450.00"
2012,USAID,Bangladesh,Asia,Health,HIV/AIDS,"18,591,750.00"
2012,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"890,730.00"
2012,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","1,990,770.00"
2013,DoD,Bangladesh,Asia,Humanitarian Assistance,Humanitarian Assistance - General,"16,041.00"
2013,DoD,Bangladesh,Asia,Peace and Security,Counterterrorism,"493,368.00"
2013,HHS,Bangladesh,Asia,Health,Health - General,"472,364.66"
2013,HHS,Bangladesh,Asia,Health,HIV/AIDS,"244,012.10"
2013,HHS,Bangladesh,Asia,Health,Pandemic Influenza and Other Emerging Threats ,"488,195.24"
2013,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"9,601.47"
2013,USAID,Bangladesh,Asia,Health,HIV/AIDS,"3,204.70"
2013,USAID,Bangladesh,Asia,Health,Maternal and Child Health,772.6
2013,USAID,Bangladesh,Asia,Health,Tuberculosis,"4,331.71"
2013,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,52.65
2013,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","9,194,170.81"
2013,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Civil Society,"1,692,774.00"
2013,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"6,175,908.20"
2013,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"3,723,958.06"
2013,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"3,128,443.00"
2013,USAID,Bangladesh,Asia,Economic Development,Agriculture,"39,116,909.70"
2013,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"56,496.20"
2013,USAID,Bangladesh,Asia,Economic Development,Private Sector Competitiveness,"4,955,855.31"
2013,USAID,Bangladesh,Asia,Education and Social Services,Basic Education,"777,674.00"
2013,USAID,Bangladesh,Asia,Education and Social Services,Social Assistance,"579,505.00"
2013,USAID,Bangladesh,Asia,Environment,Clean Productive Environment,"3,885,690.30"
2013,USAID,Bangladesh,Asia,Environment,Environment,"15,896.70"
2013,USAID,Bangladesh,Asia,Environment,Natural Resources and Biodiversity,"4,177,095.90"
2013,USAID,Bangladesh,Asia,Health,Water Supply and Sanitation,"977,698.55"
2013,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"9,307.80"
2013,USAID,Bangladesh,Asia,Peace and Security,Transnational Crime,"1,083,514.03"
2013,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"2,737,206.88"
2013,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"881,528.21"
2013,USAID,Bangladesh,Asia,Education and Social Services,Basic Education,"2,975,631.00"
2013,USAID,Bangladesh,Asia,Environment,Environment,843.95
2013,USAID,Bangladesh,Asia,Environment,Natural Resources and Biodiversity,"1,144,410.00"
2013,USAID,Bangladesh,Asia,Humanitarian Assistance,Disaster Readiness,"2,196,454.60"
2013,USAID,Bangladesh,Asia,Humanitarian Assistance,"Protection, Assistance and Solutions","6,117,520.23"
2013,USAID,Bangladesh,Asia,Peace and Security,Stabilization Operations and Security Sector Reform,"1,004,898.00"
2013,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"754,192.98"
2013,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"7,744.39"
2013,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"60,147.80"
2013,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Good Governance,"4,179,054.00"
2013,USAID,Bangladesh,Asia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"642,889.00"
2013,USAID,Bangladesh,Asia,Economic Development,Infrastructure,"50,325.60"
2013,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"449,999.10"
2013,USAID,Bangladesh,Asia,Health,Family Planning and Reproductive Health,"12,727,808.46"
2013,USAID,Bangladesh,Asia,Health,HIV/AIDS,"2,130,997.33"
2013,USAID,Bangladesh,Asia,Health,Maternal and Child Health,"19,001,000.90"
2013,USAID,Bangladesh,Asia,Health,Nutrition,"2,758,097.51"
2013,USAID,Bangladesh,Asia,Health,Pandemic Influenza and Other Emerging Threats ,"36,650.00"
2013,USAID,Bangladesh,Asia,Health,Tuberculosis,"12,461,835.80"
2013,USAID,Bangladesh,Asia,Program Management,Direct Administrative Costs,"1,772,899.21"
2013,USAID,Bangladesh,Asia,Program Management,Monitoring and Evaluation,"302,883.20"
